game_id,minute,player_id,event_id
2331118,91,147487,116
2331118,93,147487,117
2331148,5,58818,118
2331148,14,76386,119
2331113,4,291178,120
2331113,32,189940,121
2331113,88,5293,122
2331172,41,102744,123
2331168,30,184892,124
2331168,64,36293,125
2331124,5,65,126
2331130,4,36293,127
2331131,55,61637,128
2331163,23,7971,129
2331163,68,111627,130
2331163,71,20410,131
2331145,19,98351,132
2331145,77,164230,133
2331120,19,54933,134
2331120,30,84085,135
2331120,91,147487,136
2331158,53,129679,137
2331115,15,108354,138
2331115,49,28987,139
2331153,7,154171,140
2331153,15,22390,141
2331153,54,63463,142
2331141,31,118284,143
2331121,42,40687,144
2331121,48,113707,145
2331121,59,43907,146
2331121,79,174094,147
2331121,89,37647,148
2331136,57,27305,149
2331136,91,28140,150
2331125,18,88103,151
2331125,72,28845,152
2331125,76,88103,153
2331125,78,111783,154
2331117,8,78082,155
2331117,20,78082,156
2331117,26,78082,157
2331117,29,41063,158
2331117,48,20410,159
2331117,68,193938,160
2331128,26,81460,161
2331128,42,7971,162
2331128,90,127032,163
2331112,24,93678,164
2331112,50,12101,165
2331112,51,14948,166
2331112,90,12134,167
2331138,45,108354,168
2331138,46,102744,169
2331138,53,95604,170
2331138,68,3966,171
2331137,43,48280,172
2331137,48,80293,173
2331137,89,80293,174
2331127,5,3266,175
2331127,70,63463,176
2331134,28,38360,177
2331134,39,93720,178
2331134,74,28140,179
2331129,30,189940,180
2331129,35,164230,181
2331129,48,63463,182
2331116,70,148368,183
2331105,14,98334,184
2331105,28,36500,185
2331105,59,5648,186
2331133,37,23934,187
2331133,61,193938,188
2331133,64,127187,189
2331133,68,98334,190
2331109,45,147487,191
2331109,49,80009,192
2331149,4,33953,193
2331149,34,80191,194
2331149,37,220878,195
2331149,60,43458,196
2331140,62,20410,197
2331140,85,80191,198
2331107,25,82324,199
2331107,90,60577,200
2331110,52,84085,201
2331057,4,29311,202
2331057,38,148368,203
2331052,46,22388,204
2331132,25,56820,205
2331132,27,127160,206
2331132,61,76386,207
2331047,46,38360,208
2331047,51,66413,209
2331047,66,74684,210
2331047,89,38360,211
2331061,56,146854,212
2331061,89,164937,213
2331058,3,36293,214
2331058,21,183031,215
2331058,34,183031,216
2331056,51,146805,217
2331056,62,84301,218
2331056,72,146805,219
2331056,87,316419,220
2331056,90,316419,221
2331045,63,20410,222
2331045,67,212937,223
2331046,76,127187,224
2331049,41,7602,225
2331053,14,3455,226
2331053,41,3455,227
2331048,4,60540,228
2331048,27,88103,229
2331048,32,18909,230
2331048,51,65,231
2331048,78,18909,232
2331066,24,33572,233
2331066,34,4811,234
2331143,4,45403,235
2331143,60,45403,236
2331143,62,145416,237
2331143,77,45403,238
2331063,8,93726,239
2331063,13,76386,240
2331063,74,58818,241
2331055,63,146805,242
2331054,14,36500,243
2331054,45,43458,244
2331054,69,72768,245
2331054,73,127032,246
2331054,87,127187,247
2331067,67,57376,248
2331067,80,43907,249
2331101,8,51540,250
2331101,91,6803,251
2331101,94,190393,252
2331064,90,3266,253
2331111,84,44417,254
2331102,18,17179,255
2331102,57,81460,256
2331078,5,80191,257
2331078,8,36293,258
2331078,76,47065,259
2331078,90,12502,260
2331068,22,45184,261
2331068,35,122116,262
2331068,75,127032,263
2331068,79,24459,264
2331068,88,146854,265
2331065,6,65,266
2331065,55,88103,267
2331065,83,74684,268
2331082,49,111283,269
2331062,49,36500,270
2331062,54,77828,271
2331062,77,146805,272
2331059,6,3455,273
2331059,19,50570,274
2331059,88,50570,275
2331074,50,4317,276
2331074,79,48280,277
2331094,66,126687,278
2331135,30,22388,279
2331135,66,146805,280
2331135,69,118284,281
2331080,39,6986,282
2331080,94,76386,283
2331079,35,60990,284
2331079,50,95604,285
2331077,66,24459,286
2331077,90,146854,287
2331075,21,122116,288
2331075,38,60578,289
2331075,78,93678,290
2331075,88,51035,291
2331071,17,56794,292
2331071,67,98349,293
2331090,61,5698,294
2331090,77,63463,295
2331050,9,189940,296
2331050,42,95604,297
2331073,70,108354,298
2331073,82,127048,299
2331100,33,14948,300
2331100,90,57170,301
2331089,51,146805,302
2331089,54,102744,303
2331089,86,146805,304
2331089,89,33942,305
2331069,5,212937,306
2331069,72,217115,307
2331088,93,76386,308
2331081,1,145416,309
2331081,26,7971,310
2331081,38,7971,311
2331081,42,145416,312
2331081,74,7971,313
2331087,82,43907,314
2331092,52,18093,315
2331092,73,98351,316
2331092,82,51540,317
2331093,64,60577,318
2331093,92,14948,319
2331104,16,148955,320
2331104,63,62013,321
2331104,90,36500,322
2331096,11,36500,323
2331096,54,22386,324
2331096,65,36500,325
2331096,90,5303,326
2331076,55,57110,327
2331076,94,113707,328
2331099,8,60540,329
2331099,53,60578,330
2331099,64,5513,331
2331099,71,60578,332
2331099,90,126710,333
2331091,42,154199,334
2331091,60,146854,335
2331091,73,127032,336
2331091,80,95732,337
2331085,15,98351,338
2331085,23,148368,339
2331085,64,44417,340
2331085,90,111627,341
2331103,32,3455,342
2331103,44,146854,343
2331103,56,50570,344
2331103,69,3455,345
2331103,72,146854,346
2331103,89,3455,347
2331097,19,50570,348
2331097,50,3455,349
2331097,52,58890,350
2331070,64,122116,351
2331108,92,7971,352
2331037,8,55215,353
2331037,74,29241,354
2331032,40,93720,355
2331032,76,22388,356
2331032,84,47065,357
2331060,7,28987,358
2331060,79,82324,359
2331035,62,56827,360
2331035,69,80009,361
2331035,72,77974,362
2331034,18,33953,363
2331034,33,127187,364
2331034,37,84301,365
2331034,77,44687,366
2331033,32,98351,367
2331033,44,113707,368
2331030,26,103563,369
2331030,75,217115,370
2331030,88,146805,371
2331084,84,82324,372
2331000,7,37647,373
2331000,11,146854,374
2331000,40,40687,375
2331000,60,127032,376
2331031,22,51540,377
2331031,26,137438,378
2331031,36,78082,379
2331031,72,23934,380
2331031,84,57420,381
2331017,22,198709,382
2331017,66,36500,383
2331083,43,85863,384
2331083,68,18909,385
2331083,81,35748,386
2331083,90,22388,387
2331010,29,23955,388
2331010,46,113707,389
2331010,55,113707,390
2331010,58,77974,391
2331010,66,74615,392
2331010,69,157501,393
2331008,85,30825,394
2331008,89,145416,395
2331038,3,148368,396
2331038,93,111627,397
2330999,45,82324,398
2331014,47,27305,399
2331012,58,3455,400
2331012,88,15420,401
2331020,11,3966,402
2331020,25,24459,403
2331020,45,18542,404
2331020,90,95604,405
2330997,41,60540,406
2330997,57,61637,407
2331005,41,66415,408
2331005,51,33572,409
2331002,19,22388,410
2331002,43,93720,411
2331002,76,93720,412
2331011,8,84301,413
2331011,93,56806,414
2331004,31,157501,415
2331004,54,4811,416
2331004,69,212937,417
2331004,81,5303,418
2331044,13,37647,419
2331044,25,37647,420
2331044,55,43907,421
2331003,39,149444,422
2331003,52,5521,423
2330998,34,7971,424
2330998,41,127187,425
2331095,45,88103,426
2331095,77,88103,427
2331009,12,147487,428
2331009,41,60540,429
2331009,73,3266,430
2331009,87,126710,431
2331023,36,126710,432
2331023,88,189441,433
2331026,25,93720,434
2331026,84,85863,435
2331013,50,193130,436
2331013,53,197857,437
2331013,55,193130,438
2331013,82,5293,439
2331013,88,77826,440
2331021,8,12508,441
2331021,12,44045,442
2331016,42,197857,443
2331006,84,76386,444
2331006,87,15420,445
2331015,5,38978,446
2331015,90,30758,447
2331025,31,43907,448
2331025,37,181380,449
2331025,63,184892,450
2331022,55,14948,451
2331022,61,66413,452
2330981,73,80009,453
2330981,77,45184,454
2330981,88,56827,455
2330986,89,34529,456
2330983,57,72479,457
2330983,75,18912,458
2331001,45,18955,459
2331001,56,154171,460
2331001,87,60570,461
2330984,6,3890,462
2330984,41,50570,463
2330984,74,33923,464
2330987,52,126710,465
2330987,68,157501,466
2331024,19,57110,467
2331024,74,34026,468
2330990,34,20410,469
2330990,66,16591,470
2330990,73,40014,471
2330990,74,43907,472
2330985,18,127048,473
2330985,41,98334,474
2330985,71,127048,475
2330994,15,33831,476
2330994,22,5645,477
2330994,39,43907,478
2330979,27,44417,479
2330979,60,111482,480
2330979,69,111482,481
2330979,86,212937,482
2330980,59,93678,483
2330980,62,93678,484
2330980,73,112663,485
2330980,74,3890,486
2330980,77,77974,487
2330976,30,5283,488
2330976,58,23918,489
2330976,84,88103,490
2330958,17,93720,491
2330958,44,22388,492
2330958,46,43907,493
2330958,79,184892,494
2330957,3,37511,495
2330957,17,7971,496
2330957,22,7971,497
2330978,53,95732,498
2330965,74,110622,499
2330965,91,77974,500
2330948,55,103563,501
2330948,58,20410,502
2330948,73,16591,503
2330988,22,72479,504
2330988,49,22388,505
2330988,60,147487,506
2330988,90,43242,507
2330991,24,154171,508
2330991,83,38360,509
2331019,10,29241,510
2331019,36,3455,511
2331019,51,7602,512
2331019,58,48280,513
2331019,64,3455,514
2330956,5,182877,515
2330956,42,126710,516
2330977,36,3455,517
2330977,44,14949,518
2330977,53,7971,519
2330977,72,17179,520
2330974,22,98349,521
2330959,75,28140,522
2330973,19,7602,523
2330973,52,3455,524
2330973,67,98334,525
2330973,90,48280,526
2330949,55,5672,527
2330949,71,170481,528
2330949,82,136610,529
2330964,8,12508,530
2330964,87,12508,531
2330950,24,111482,532
2330945,93,93678,533
2330952,75,61637,534
2330953,14,29241,535
2330953,47,50570,536
2330953,62,48280,537
2330953,87,3455,538
2330953,90,3455,539
2330951,16,111783,540
2330946,18,103563,541
2330946,70,55409,542
2330969,27,34372,543
2330971,48,112022,544
2330971,94,147487,545
2330968,33,88082,546
2330968,55,98334,547
2330968,68,88082,548
2330968,93,38360,549
2330972,34,189940,550
2330972,54,93720,551
2330972,56,187847,552
2330972,85,22388,553
2330961,26,18093,554
2330960,9,189940,555
2330960,82,3890,556
2330993,33,77828,557
2330993,35,77828,558
2330993,54,146805,559
2330993,71,15808,560
2330993,83,17244,561
2330966,91,81460,562
2330931,36,48280,563
2330931,41,3455,564
2330931,60,29241,565
2330931,83,3455,566
2330923,49,18828,567
2330923,95,103565,568
2330929,8,20410,569
2330929,50,81386,570
2330929,55,16591,571
2330929,68,20410,572
2330933,7,55709,573
2330933,28,146854,574
2330933,45,146854,575
2330933,47,5431,576
2330933,62,146854,577
2330933,93,127073,578
2330955,25,93720,579
2330955,82,95732,580
2330962,6,88103,581
2330962,23,61637,582
2330962,89,189441,583
2330919,63,55409,584
2330930,20,88103,585
2330930,44,182877,586
2330970,75,164937,587
2330970,87,33831,588
2330943,62,43886,589
2330943,76,22390,590
2330943,78,22390,591
2330943,87,38360,592
2330924,36,184892,593
2330924,90,69101,594
2330926,71,29311,595
2330927,23,38360,596
2330916,46,76055,597
2330941,84,125868,598
2330932,63,57404,599
2330932,64,78082,600
2330922,31,77826,601
2330922,74,55709,602
2330921,17,22388,603
2330921,66,164897,604
2330967,52,5639,605
2330967,59,111783,606
2330967,89,140126,607
2330936,27,37647,608
2330936,31,89215,609
2330936,39,43907,610
2330936,58,184892,611
2330954,19,5303,612
2330954,72,37388,613
2330895,49,93720,614
2330895,65,98349,615
2330895,93,18909,616
2331042,5,184892,617
2331042,60,55709,618
2331042,83,43907,619
2330942,69,113707,620
2330942,77,6986,621
2330963,16,93701,622
2330963,87,60578,623
2330928,25,77100,624
2330928,60,16993,625
2330928,90,3455,626
2330899,8,95604,627
2330893,7,93726,628
2330893,42,220878,629
2330920,17,44045,630
2330920,71,241229,631
2330920,90,147487,632
2330907,6,55046,633
2330907,91,127160,634
2330892,20,63463,635
2330892,27,39152,636
2330947,39,147487,637
2330947,44,18397,638
2330947,73,3266,639
2330938,22,47065,640
2330938,91,49872,641
2330939,31,81386,642
2330939,59,12106,643
2330939,77,30758,644
2330937,12,93720,645
2330937,13,22388,646
2330917,26,5521,647
2330917,32,43960,648
2330917,67,77828,649
2330917,93,5521,650
2330894,24,122116,651
2330894,44,45184,652
2330894,47,15808,653
2330894,50,60578,654
2330894,81,112663,655
2330894,93,103565,656
2331043,39,3455,657
2331043,57,3455,658
2331043,70,36881,659
2331043,76,3455,660
2330915,18,154171,661
2330915,51,98349,662
2330915,68,48280,663
2330915,90,33923,664
2330897,9,72768,665
2330897,16,108354,666
2330935,75,78082,667
2330935,90,12106,668
2330944,41,84301,669
2330944,86,58818,670
2330944,90,41063,671
2330912,82,33831,672
2330891,36,5293,673
2330896,52,127032,674
2330896,61,63463,675
2330896,92,44417,676
2330884,17,147487,677
2330884,55,12508,678
2330884,90,127048,679
2330886,28,29311,680
2330886,36,39152,681
2330886,62,22388,682
2330887,41,81460,683
2330905,27,81460,684
2330905,71,81460,685
2330910,62,12106,686
2330910,90,18909,687
2330885,5,140776,688
2330885,10,140776,689
2330885,57,127048,690
2330885,69,204585,691
2330882,25,98334,692
2330882,34,182618,693
2330882,45,57403,694
2330882,64,72768,695
2330882,83,72768,696
2330883,87,111783,697
2330906,41,50142,698
2330906,60,136610,699
2330906,64,47065,700
2330881,10,3455,701
2330881,13,3455,702
2330881,63,48280,703
2330881,89,48280,704
2330940,42,30321,705
2330940,59,60578,706
2330940,88,95732,707
2330889,41,30758,708
2330870,34,45403,709
2330870,45,4317,710
2330870,66,3455,711
2330880,25,164230,712
2330880,74,6986,713
2330880,78,84878,714
2330909,16,18543,715
2330909,45,57110,716
2330909,47,93720,717
2330909,59,113707,718
2330909,66,113707,719
2330909,68,18543,720
2330879,2,47065,721
2330879,34,47065,722
2330879,65,136610,723
2330902,4,125868,724
2330925,7,147487,725
2330925,13,147487,726
2330925,82,137438,727
2330925,87,12508,728
2331028,30,60578,729
2331028,90,31208,730
2330890,7,57403,731
2330890,50,57403,732
2330890,65,4217,733
2330890,73,160404,734
2330908,17,125868,735
2330908,57,126665,736
2330908,70,7971,737
2330875,47,56820,738
2330875,69,76386,739
2330934,6,77826,740
2330934,23,103565,741
2330934,31,39914,742
2330934,59,18828,743
2330934,79,15808,744
2331039,3,77100,745
2331039,39,16993,746
2331039,43,48280,747
2331039,81,48280,748
2330918,10,113707,749
2330918,36,22645,750
2331029,34,77974,751
2331029,37,48805,752
2331029,56,184892,753
2331029,86,43907,754
2331029,90,60578,755
2330874,27,66413,756
2330874,57,170495,757
2330874,85,95604,758
2330874,94,18542,759
2330903,48,30758,760
2331027,34,146854,761
2330900,25,98351,762
2330900,69,78082,763
2330913,4,57376,764
2330913,13,29364,765
2330869,58,40687,766
2330869,91,45403,767
2330888,39,61637,768
2330888,41,39152,769
2330888,89,39152,770
2330914,17,28987,771
2330914,21,51540,772
2330914,39,20410,773
2330914,70,78082,774
2330914,89,78082,775
2330877,71,95732,776
2330871,18,18397,777
2330871,56,3569,778
2330871,70,291178,779
2330996,41,181767,780
2330996,79,48280,781
2330866,9,23952,782
2330866,17,58818,783
2330866,33,23888,784
2330866,47,127048,785
2330866,70,55409,786
2330866,93,52209,787
2330865,17,47065,788
2330865,42,36293,789
2330865,55,72768,790
2330865,92,57372,791
2330876,22,157495,792
2330876,26,130756,793
2330876,32,126656,794
2330859,4,3455,795
2330859,20,39152,796
2330857,32,30758,797
2330857,44,111482,798
2330857,69,38978,799
2330857,73,212937,800
2330911,7,12134,801
2330911,14,154171,802
2330911,38,12508,803
2330911,72,28140,804
2330911,86,147487,805
2330856,24,164771,806
2330856,26,22388,807
2330856,55,72479,808
2330856,72,18909,809
2330863,8,78082,810
2330863,23,147487,811
2330863,24,81386,812
2330863,30,51540,813
2330863,44,44045,814
2330863,58,137438,815
2330995,27,47065,816
2330995,88,140126,817
2330904,12,127048,818
2330904,18,52893,819
2330860,5,56827,820
2330860,58,122116,821
2330862,37,18543,822
2330862,52,113707,823
2330862,74,63463,824
2330862,77,33831,825
2330858,13,57403,826
2330858,16,57403,827
2330867,12,7971,828
2330867,32,22860,829
2330867,71,76055,830
2330878,47,48280,831
2330847,6,39152,832
2330852,47,103565,833
2330852,88,76386,834
2330850,17,154171,835
2330850,47,98349,836
2330850,53,154171,837
2330850,80,44625,838
2330861,18,98349,839
2330861,63,95732,840
2330861,75,220878,841
2330845,31,93690,842
2330845,43,98351,843
2330845,52,98351,844
2330845,81,93726,845
2330845,86,145416,846
2330849,66,146854,847
2330849,87,83983,848
2330853,19,30758,849
2330853,45,30758,850
2330836,18,84085,851
2330836,34,5303,852
2330836,43,126687,853
2330836,52,34026,854
2330854,76,47065,855
2330844,7,98349,856
2330844,50,22390,857
2330844,90,12106,858
2330864,34,81460,859
2330864,37,81460,860
2330835,44,25115,861
2330835,57,95732,862
2330835,67,15808,863
2330843,91,182913,864
2330843,93,3455,865
2330873,15,140776,866
2330873,49,98349,867
2330873,87,189441,868
2330827,24,48280,869
2330827,52,15420,870
2330827,73,50570,871
2330841,8,98351,872
2330841,34,98351,873
2330841,49,118284,874
2330832,11,72768,875
2330832,34,72768,876
2330832,49,98351,877
2330830,16,76386,878
2330830,48,76386,879
2330825,43,28987,880
2330825,46,4811,881
2330825,94,34026,882
2330838,14,147487,883
2330826,84,43907,884
2330851,30,33923,885
2330851,64,77100,886
2353763,9,5406,887
2353763,86,48280,888
2353770,43,78082,889
2353770,45,24459,890
2330828,37,7971,891
2353769,52,56794,892
2330839,43,83983,893
2330839,47,39152,894
2330839,79,61637,895
2353768,7,48805,896
2353768,67,93701,897
2353768,88,17179,898
2330829,32,51540,899
2353766,76,95604,900
2353766,79,197857,901
2353771,3,43907,902
2353771,4,37647,903
2353771,16,37647,904
2353771,74,76386,905
2353761,34,14948,906
2353760,37,44625,907
2353760,52,5639,908
2353760,93,5521,909
2353759,23,47065,910
2353759,91,45237,911
2353762,17,5576,912
2353762,39,147487,913
2353762,60,3266,914
2353757,13,148368,915
2353755,82,61637,916
2353755,87,39152,917
2353764,4,77826,918
2353764,35,187847,919
2353764,43,93720,920
2353764,48,18912,921
2353765,18,39152,922
2353765,24,18543,923
2353765,44,61637,924
2353765,57,61637,925
2353765,79,61637,926
2331185,10,113707,927
2331185,60,4317,928
2330833,76,80009,929
2353754,9,126699,930
2353754,45,45184,931
2353754,84,38360,932
2355375,16,43907,933
2355375,67,37647,934
2353756,4,5627,935
2353756,54,28987,936
2353758,13,93720,937
2353758,54,72479,938
2353758,69,93720,939
2353758,92,18912,940
2353767,20,30758,941
2353767,48,72768,942
2353767,50,60583,943
2332290,28,196522,944
2332290,61,169801,945
2332290,82,196522,946
2332290,94,187285,947
2332285,7,37011,948
2332285,14,37787,949
2332285,50,96754,950
2332285,54,81808,951
2332281,22,40567,952
2332281,56,37157,953
2332281,87,28990,954
2332273,14,57229,955
2332273,35,62638,956
2332273,38,8883,957
2332272,20,24180,958
2332272,63,22832,959
2332272,65,47082,960
2332263,9,45333,961
2332263,46,96341,962
2332258,18,51452,963
2332258,53,47082,964
2332258,55,44352,965
2332258,79,36861,966
2332258,81,196522,967
2332258,88,196522,968
2332259,11,131978,969
2332259,22,26399,970
2332259,43,28396,971
2332259,48,28396,972
2332259,65,96341,973
2332276,93,49655,974
2332264,1,91317,975
2332264,28,94655,976
2332264,41,49693,977
2332264,48,49693,978
2332261,18,3276,979
2332261,87,45121,980
2332261,91,17273,981
2332260,30,31720,982
2332302,26,76277,983
2332302,42,35664,984
2332302,66,82442,985
2332262,15,3297,986
2332262,72,58205,987
2332262,75,7767,988
2332306,4,28396,989
2332306,43,13091,990
2332267,26,95435,991
2332267,46,96754,992
2332267,76,84835,993
2332267,86,95435,994
2332243,41,3332,995
2332243,48,3332,996
2332243,63,44068,997
2332243,73,44068,998
2332257,55,13979,999
2332257,58,35548,1000
2332257,75,25742,1001
2332257,87,37304,1002
2332253,11,128897,1003
2332252,33,50174,1004
2332244,10,81808,1005
2332244,22,37148,1006
2332244,26,71292,1007
2332244,73,46220,1008
2332244,94,81808,1009
2332271,1,14259,1010
2332271,31,68390,1011
2332305,3,20007,1012
2332305,10,26399,1013
2332305,16,36608,1014
2332305,36,2963,1015
2332265,39,12516,1016
2332265,54,41384,1017
2332265,73,57275,1018
2332265,80,3548,1019
2332265,82,3306,1020
2332280,53,50057,1021
2332280,62,126321,1022
2332299,31,50057,1023
2332299,45,15185,1024
2332299,54,15185,1025
2332300,4,134425,1026
2332300,11,44352,1027
2332300,54,42513,1028
2332300,62,134425,1029
2332300,77,22614,1030
2332289,27,132098,1031
2332289,44,4063,1032
2332296,59,28336,1033
2332294,48,41384,1034
2332294,51,3762,1035
2332279,23,3276,1036
2332279,46,81808,1037
2332279,92,81808,1038
2332286,31,214104,1039
2332286,61,214104,1040
2332286,63,14013,1041
2332286,87,4380,1042
2332255,39,18935,1043
2332255,49,9594,1044
2332270,40,15921,1045
2332270,44,15185,1046
2332270,55,82442,1047
2332270,78,15185,1048
2332278,68,40205,1049
2332292,6,134425,1050
2332292,26,24180,1051
2332292,57,35518,1052
2332292,62,3881,1053
2332292,78,80444,1054
2332301,35,57229,1055
2332301,37,13427,1056
2332301,48,132098,1057
2332301,62,27114,1058
2332307,75,3405,1059
2332251,48,40205,1060
2332251,94,52769,1061
2332287,1,101500,1062
2332287,4,36814,1063
2332287,31,37157,1064
2332287,34,25248,1065
2332287,70,132098,1066
2332287,94,69633,1067
2332308,28,13507,1068
2332308,43,33639,1069
2332254,14,82442,1070
2332297,44,3109,1071
2332297,47,1368,1072
2332297,71,3109,1073
2332269,14,12763,1074
2332269,34,96341,1075
2332269,61,7451,1076
2332282,17,37363,1077
2332282,28,8883,1078
2332282,59,132098,1079
2332282,78,69633,1080
2332282,86,8883,1081
2332282,92,90466,1082
2332303,16,39883,1083
2332291,61,3548,1084
2332291,70,13412,1085
2332291,86,37934,1086
2332277,39,45623,1087
2332275,39,44068,1088
2332275,50,44068,1089
2332275,64,50935,1090
2332275,93,177847,1091
2332266,28,49655,1092
2332266,54,44068,1093
2332304,42,43763,1094
2332274,31,47995,1095
2332274,71,34409,1096
2332274,88,47995,1097
2332298,3,13091,1098
2332298,37,49655,1099
2332298,47,18935,1100
2332298,49,28396,1101
2332298,81,46104,1102
2332150,2,27114,1103
2332150,25,44352,1104
2332150,55,80444,1105
2332150,75,61651,1106
2332146,50,67339,1107
2332146,71,13979,1108
2332146,79,33639,1109
2332146,87,12763,1110
2332158,30,31067,1111
2332158,38,31067,1112
2332158,75,14066,1113
2332156,2,39883,1114
2332156,9,36608,1115
2332156,30,57207,1116
2332156,73,121280,1117
2332156,94,181477,1118
2332156,95,190831,1119
2332295,12,4257,1120
2332295,18,95435,1121
2332295,82,96754,1122
2332155,62,12516,1123
2332154,52,3160,1124
2332144,46,53360,1125
2332144,49,49655,1126
2332144,70,43530,1127
2332144,89,53360,1128
2332151,13,91317,1129
2332151,20,3332,1130
2332151,45,3332,1131
2332151,57,44068,1132
2332151,91,50935,1133
2332293,65,67089,1134
2332134,5,50201,1135
2332134,22,12516,1136
2332134,26,4072,1137
2332134,42,73734,1138
2332134,90,31642,1139
2332268,32,148455,1140
2332268,61,3163,1141
2332268,72,52769,1142
2332284,40,37934,1143
2332147,26,13091,1144
2332147,54,13091,1145
2332147,65,13091,1146
2332147,84,26267,1147
2332147,88,2963,1148
2332136,20,13507,1149
2332136,33,81808,1150
2332136,53,96341,1151
2332136,58,131978,1152
2332136,92,67355,1153
2332157,31,15166,1154
2332157,38,37304,1155
2332135,9,57207,1156
2332135,16,44352,1157
2332135,25,42411,1158
2332135,41,24180,1159
2332135,54,24180,1160
2332135,60,44352,1161
2332135,75,47082,1162
2332135,88,57207,1163
2332135,96,44352,1164
2332166,20,22614,1165
2332166,32,12384,1166
2332133,2,132,1167
2332283,76,47995,1168
2332132,34,3109,1169
2332132,47,3109,1170
2332132,84,44352,1171
2332137,82,50362,1172
2332142,2,35035,1173
2332142,52,37157,1174
2332142,85,45272,1175
2332140,5,48066,1176
2332140,32,12516,1177
2332140,69,41384,1178
2332140,79,12516,1179
2332139,5,56818,1180
2332139,57,49655,1181
2332139,73,53360,1182
2332139,85,4383,1183
2332139,86,22614,1184
2332139,97,227183,1185
2332138,68,13979,1186
2332152,9,48066,1187
2332152,50,70950,1188
2332152,65,31579,1189
2332131,14,35518,1190
2332131,90,28396,1191
2332143,5,4257,1192
2332143,7,58205,1193
2332143,17,50202,1194
2332143,42,85314,1195
2332143,66,85314,1196
2332143,71,148455,1197
2332183,64,28396,1198
2332183,72,28396,1199
2332183,89,46104,1200
2332183,93,13091,1201
2332130,26,31835,1202
2332130,48,25742,1203
2332130,54,73482,1204
2332184,22,131978,1205
2332184,52,96341,1206
2332184,87,3620,1207
2332182,39,3109,1208
2332182,48,47082,1209
2332182,76,81796,1210
2332180,11,81808,1211
2332180,73,15185,1212
2332180,74,82442,1213
2332180,90,17396,1214
2332185,56,49327,1215
2332185,73,3306,1216
2332181,46,121280,1217
2332181,59,55508,1218
2332181,67,121280,1219
2332181,71,1662,1220
2332176,37,53360,1221
2332149,18,35518,1222
2332149,53,17396,1223
2332175,13,61644,1224
2332175,31,96754,1225
2332199,1,28396,1226
2332199,56,28396,1227
2332199,90,13091,1228
2332145,59,129476,1229
2332145,68,67089,1230
2332145,93,68390,1231
2332173,3,24589,1232
2332173,25,50201,1233
2332173,27,50201,1234
2332173,37,126014,1235
2332173,41,33951,1236
2332148,19,53360,1237
2332148,28,43530,1238
2332148,31,69633,1239
2332148,46,69633,1240
2332148,92,90466,1241
2332209,10,46001,1242
2332209,42,45121,1243
2332209,46,18227,1244
2332209,55,46001,1245
2332209,93,30670,1246
2332191,52,58205,1247
