player_id,name,current_club_id,country_of_citizenship,date_of_birth,position,foot,height_in_cm
99946,Mohamed Camara,1095,Guinea,1990-09-20,Attack,Right,180
108372,Aliosman Aydin,38,Turkey,1992-02-06,Attack,Right,178
39049,Kei Kamara,1123,Sierra Leone,1984-09-01,Attack,Right,188
46154,Chris Martin,1123,Scotland,1988-11-04,Attack,Right,184
104725,Steve Morison,1123,Wales,1983-08-29,Attack,Right,188
30471,James Vaughan,1123,England,1988-07-14,Attack,Right,181
3666,Jason Roberts,1032,Grenada,1978-01-25,Attack,Right,185
192366,Gozie Ugwu,1032,England,1993-04-22,Attack,Right,188
12628,Noel Hunt,1032,Ireland,1982-12-26,Attack,Left,173
69653,Garath McCleary,1032,Jamaica,1987-05-15,Attack,Right,187
67369,Nick Blackman,1032,Barbados,1989-11-11,Attack,Left,188
46106,Adam Le Fondre,1032,England,1986-12-02,Attack,Right,180
14047,Jobi McAnuff,1032,Jamaica,1981-11-09,Attack,Right,180
16716,Danny Guthrie,1032,England,1987-04-18,Midfield,Right,176
42284,Jay Tabb,1032,Ireland,1984-02-21,Midfield,Left,170
9885,Brynjar Gunnarsson,1032,Iceland,1975-10-16,Midfield,Right,185
61559,Hope Akpan,1032,Nigeria,1991-08-14,Midfield,Right,185
40614,Shaun Cummings,1032,Jamaica,1989-02-25,Defender,Right,183
14041,Mikele Leigertwood,1032,Antigua and Barbuda,1982-11-12,Midfield,Both,188
12125,Stephen Kelly,1032,Ireland,1983-09-06,Defender,Right,184
43853,Chris Gunter,1032,Wales,1989-07-21,Defender,Right,180
158816,Jordan Obita,1032,England,1993-12-08,Defender,Left,181
3634,Ian Harte,1032,Ireland,1977-08-31,Defender,Left,175
81876,Joseph Mills,1032,England,1989-10-30,Defender,Left,175
13426,Nicky Shorey,1032,England,1981-02-19,Defender,Left,175
47768,Alex Pearce,1032,Ireland,1988-11-09,Defender,Right,188
243610,Jonathan Henly,1032,Scotland,1994-03-15,Goalkeeper,,193
80435,Korey Smith,1123,England,1991-01-31,Midfield,Right,183
130755,George Francomb,1123,England,1991-09-08,Defender,Right,180
33484,Leon Barnett,1123,England,1985-11-30,Defender,Right,185
67346,Marc Tierney,1123,England,1985-08-23,Defender,Left,183
136308,Gerrit Wegkamp,38,Germany,1993-04-13,Attack,Right,193
1568,Stefan Reisinger,38,Germany,1981-09-14,Attack,Right,185
2712,Nando Rafael,38,Angola,1984-01-10,Attack,Both,180
24232,Ronny Garbuschewski,38,Germany,1986-02-23,Attack,Both,180
6457,Axel Bellinghausen,38,Germany,1983-05-17,Midfield,Left,182
103577,Bastian Müller,38,Germany,1991-07-31,Midfield,Both,185
85611,Mathis Bolly,38,Cote d'Ivoire,1990-11-14,Attack,Both,185
34783,Ken Ilsö,38,Denmark,1986-12-02,Attack,,0
8640,Andreas Lambertz,38,Germany,1984-10-15,Midfield,Right,172
79643,Genki Omae,38,Japan,1989-12-10,Attack,Right,167
69395,Evans Nyarko,38,Ghana,1992-07-06,Midfield,Both,183
1772,Du-ri Cha,38,"Korea, South",1980-07-25,Defender,Right,181
146587,Tugrul Erat,38,Azerbaijan,1992-06-17,Defender,Right,190
992,Christian Weber,38,Germany,1983-09-15,Defender,Right,175
886,Jens Langeneke,38,Germany,1977-03-29,Defender,Right,185
21060,Martin Latka,38,Czech Republic,1984-09-28,Defender,,0
72203,Juanan,38,Spain,1987-04-27,Defender,Left,192
104545,Bruno Soares,38,Brazil,1988-08-21,Defender,Both,194
40975,Marcos,1095,Brazil,1979-09-29,Attack,Right,182
44727,Grégory Bettiol,1095,France,1986-03-30,Attack,Right,180
9239,Sébastien Grax,1095,France,1984-06-23,Attack,Right,180
27116,Benjamin Psaume,1095,France,1985-01-12,Attack,Right,170
5393,Sylvain Monsoreau,1095,France,1981-03-20,Defender,Left,186
12391,Stéphen Drouin,1095,France,1984-02-27,Defender,Left,186
17675,Florian Jarjat,1095,France,1980-02-18,Defender,Right,181
109617,Julien Outrebon,1095,France,1983-06-16,Defender,Right,181
255570,Iván Casado,366,Spain,1993-07-06,Defender,Right,187
57545,Johann Ramaré,1421,France,1984-06-05,Midfield,Left,181
65177,Khalid Sekkat,1421,Morocco,1984-05-12,Defender,Left,180
12033,Johan Liébus,1421,France,1978-11-05,Goalkeeper,Right,184
197490,Riccardo Benatti,1025,Italy,1994-01-30,Attack,Left,176
112962,Roger Carvalho,1025,Brazil,1986-12-10,Defender,Right,184
240374,Lorenzo Dall'Osso,1025,Italy,1995-05-26,Defender,Right,186
92870,Emanuele Gatto,416,Italy,1994-08-11,Midfield,Right,177
40790,Pablo Cáceres,416,Uruguay,1985-04-22,Defender,,0
23365,Reginaldo,1387,Brazil,1983-07-31,Attack,Right,175
30505,Zé Love,1387,Brazil,1987-10-29,Attack,Right,179
6075,Erjon Bogdani,1387,Albania,1977-04-14,Attack,Right,191
16902,Alessandro Rosina,1387,Italy,1984-01-31,Attack,Left,168
6157,Gaetano D'Agostino,1387,Italy,1982-06-03,Midfield,Left,180
41989,Francesco Valiani,1387,Italy,1980-10-29,Midfield,Right,175
23364,Francesco Parravicini,1387,Italy,1982-01-31,Midfield,Right,176
21690,Daniele Mannini,1387,Italy,1983-10-25,Midfield,Right,183
102990,Fabrizio Grillo,1387,Italy,1987-02-02,Defender,Left,177
41311,Michele Paolucci,1387,Italy,1986-02-06,Attack,Right,182
20941,Christian Terlizzi,1387,Italy,1979-11-22,Defender,Left,195
28026,Massimo Paci,1387,Italy,1978-05-09,Defender,Right,188
55932,Carlos Matheu,1387,Argentina,1985-05-13,Defender,Right,182
21701,Simone Vergassola,1387,Italy,1976-01-24,Midfield,Right,174
32966,Angelo,1387,Brazil,1981-06-12,Defender,Right,175
63502,Matías Martínez,1387,Argentina,1988-03-24,Defender,Right,184
21913,Andrea Campagnolo,1387,Italy,1978-06-17,Goalkeeper,Right,184
245032,Emanuele Geria,1387,Italy,1995-07-29,Goalkeeper,,190
167297,Federico Marini,1387,Italy,1994-03-28,Goalkeeper,Right,0
167817,Marco Migliorini,416,Italy,1992-01-03,Defender,Right,194
72587,Ribair Rodríguez,1387,Uruguay,1987-10-04,Midfield,Right,182
28935,Paolo Dellafiore,1387,Italy,1985-02-02,Defender,Right,186
177875,Marco Sellan,410,Italy,1994-01-02,Attack,Right,182
81714,Philipp Prosenik,5,Austria,1993-03-03,Attack,Left,188
21700,Simone Tiribocchi,800,Italy,1978-01-31,Attack,,0
44368,Federico Gerardi,410,Italy,1987-12-10,Attack,Right,190
5904,Vincenzo Iaquinta,506,Italy,1979-11-21,Attack,Right,191
52135,Riccardo Maniero,2921,Italy,1987-11-26,Attack,Right,185
135560,Leonardo Melazzi,252,Uruguay,1991-02-04,Attack,Right,176
21955,Marco Rossi,252,Italy,1978-04-01,Midfield,Right,179
21954,Marco Rigoni,252,Italy,1980-01-05,Midfield,Right,175
5922,Simone Perrotta,12,Italy,1977-09-17,Attack,Right,178
50587,Linus Hallenius,252,Sweden,1989-04-01,Attack,Right,187
122840,Loïc Nego,12,Hungary,1991-01-15,Defender,Right,181
19437,Igor Budan,800,Croatia,1980-04-22,Attack,Right,185
114341,Anselmo,252,Brazil,1989-02-20,Midfield,Right,182
56760,Robert Stillo,252,Canada,1991-03-15,Goalkeeper,Right,188
22811,Ferreira Pinto,800,Brazil,1979-12-10,Attack,Right,178
54135,Leonardo Pettinari,800,Italy,1986-07-23,Attack,,0
5948,Damiano Ferronetti,252,Italy,1984-11-01,Defender,Right,184
20920,Michele Ferri,800,Italy,1981-05-29,Defender,Right,185
200057,Elvis Kabashi,506,Albania,1994-02-20,Midfield,Left,177
167890,Alberto Masi,506,Italy,1992-09-02,Defender,Right,188
23163,Elvis Abbruscato,2921,Italy,1981-04-14,Attack,Left,181
214576,Giovanbattista Catalano,2921,Italy,1994-01-22,Attack,Right,172
205676,Federico Gagliardini,506,Italy,1994-01-24,Goalkeeper,Right,185
140138,Lucas Chiaretti,2921,Brazil,1987-09-22,Attack,Left,171
77,Lúcio,506,Brazil,1978-05-08,Defender,Right,188
33349,Ferdinando Sforzini,2921,Italy,1984-12-04,Attack,Right,194
203055,Marco Iannascoli,2921,Italy,1994-11-06,Midfield,Right,179
6717,Giuseppe Colucci,2921,Italy,1980-08-24,Midfield,Right,180
163219,Michele Chelo,1390,Italy,1993-05-05,Attack,Right,176
6090,Manuele Blasi,2921,Italy,1980-08-17,Midfield,Right,178
22948,Thiago Ribeiro,1390,Brazil,1986-02-24,Attack,Right,183
163243,Marco Piredda,1390,Italy,1994-05-04,Attack,Right,174
257831,Andrea Mancini,2921,Italy,1996-04-26,Attack,Right,173
159773,Pablo Ceppelini,1390,Uruguay,1991-09-11,Attack,Right,178
55156,Milton Caraglio,2921,Argentina,1988-12-01,Attack,Left,187
235924,Marco Russu,1390,Italy,1995-10-15,Defender,Left,180
69212,Vincenzo Camilleri,1390,Italy,1992-03-06,Defender,Right,192
163214,Riccardo Anedda,1390,Italy,1993-07-08,Goalkeeper,Right,187
130172,Giuseppe Rizzo,2921,Italy,1991-03-18,Midfield,Right,180
164105,Luca Lulli,2921,Italy,1991-12-22,Midfield,Right,180
103004,Romulo Togni,2921,Brazil,1982-09-09,Midfield,Both,183
200185,Marco Vittiglio,2921,Italy,1994-01-17,Defender,Right,179
164088,Luca Berardocco,2921,Italy,1991-01-22,Midfield,Left,176
203057,David Mbodj Mbaye,2921,Senegal,1994-09-15,Defender,Right,193
235822,Francesco Karkalis,2921,Italy,1995-01-19,Defender,Left,183
213306,Tiziano Cherubini,2921,Italy,1994-09-13,Midfield,,0
54488,Nicolás Bianchi Arce,2921,Argentina,1987-01-29,Defender,Right,188
203054,Salvatore Falso,2921,Italy,1994-04-11,Goalkeeper,Right,185
21779,Antonio Bocchetti,2921,Italy,1980-06-11,Defender,Left,183
179658,Luca Savelloni,2921,Italy,1995-07-16,Goalkeeper,Right,192
171696,Marco Perrotta,2921,Italy,1994-02-14,Defender,Left,184
73858,Adrià Carmona,5,Spain,1992-02-08,Attack,Left,171
5936,Ivan Pelizzoli,2921,Italy,1980-11-18,Goalkeeper,Right,197
160334,Simone Ganz,5,Italy,1993-09-21,Attack,Right,175
199255,Davide Narduzzo,5,Italy,1994-08-16,Goalkeeper,Right,185
167904,Giuseppe Fornito,6195,Italy,1994-09-06,Midfield,Left,175
6832,Luciano Zauri,2921,Italy,1978-01-20,Defender,Right,178
8207,Gianluca Grava,6195,Italy,1977-03-07,Defender,Right,172
200178,Giuseppe Palma,6195,Italy,1994-01-20,Midfield,Right,186
200177,Giuseppe Nicolao,6195,Italy,1994-03-05,Defender,Left,177
200182,Francesco Savarise,6195,Italy,1994-04-21,Defender,Right,173
19182,Salvatore Aronica,6195,Italy,1978-01-20,Defender,Left,181
200167,Daniele Celiento,6195,Italy,1994-08-06,Defender,Right,175
197921,Riccardo Dimitrio,410,Italy,1994-08-13,Attack,Left,172
56903,Diego Fabbrini,410,Italy,1990-07-31,Attack,Right,181
200168,Diamante Crispino,6195,Italy,1994-09-05,Goalkeeper,Right,188
127828,Diego Rodríguez,410,Uruguay,1989-09-04,Midfield,Right,170
76092,Willians,410,Brazil,1986-01-29,Midfield,Right,173
57305,Marco Piscopo,410,Italy,1994-03-09,Midfield,Right,179
92888,Emanuele Allegra,6195,Italy,1994-05-06,Defender,Right,179
130347,Filippo Boniperti,130,Italy,1991-09-27,Attack,Right,180
204073,Tom Syku,410,Albania,1995-09-21,Defender,Right,187
6722,Stefano Morrone,130,Italy,1978-10-26,Midfield,Right,178
25414,Fernando Marqués,130,Spain,1984-12-04,Attack,Right,177
71302,Gianluca Musacci,130,Italy,1987-04-01,Midfield,Right,181
125611,Mohamed Traoré,130,Guinea,1991-10-13,Defender,Right,179
22320,Francesco Modesto,130,Italy,1982-02-16,Defender,Left,177
174852,Emilio Mac Eachen,130,Uruguay,1992-05-04,Defender,Left,184
166557,Luca Baldassin,410,Italy,1994-05-28,Midfield,Right,181
195002,Álvaro Ampuero,130,Peru,1992-09-25,Defender,Left,185
199598,Joyce Anacoura,130,Italy,1994-08-01,Goalkeeper,Right,190
199603,Matteo Ferrari,130,Italy,1994-04-05,Goalkeeper,,0
6076,David Di Michele,862,Italy,1976-01-06,Attack,Both,170
22686,Cephas Malele,458,Switzerland,1994-01-08,Attack,Right,185
40822,Mauro Boselli,458,Argentina,1985-05-22,Attack,Right,185
6097,Fabrizio Miccoli,458,Italy,1979-06-27,Attack,Right,168
200615,Mauro Bollino,458,Italy,1994-12-31,Attack,Left,171
55870,Mauro Formica,458,Argentina,1988-04-04,Attack,Right,179
202290,Stefano Cerniglia,458,Italy,1994-01-22,Midfield,Right,180
199921,Davide Petermann,458,Italy,1994-12-25,Midfield,Left,185
55892,Mauricio Sperduti,458,Argentina,1986-02-16,Attack,Right,180
177231,Giulio Sanseverino,458,Italy,1994-02-10,Midfield,Right,172
221712,David Aquino,458,Paraguay,1994-01-13,Defender,Right,0
52903,Nicolás Bertolo,458,Argentina,1986-01-02,Attack,Right,180
68862,Luca Di Matteo,458,Italy,1988-02-25,Defender,Left,179
54818,Egidio Arévalo Ríos,458,Uruguay,1982-01-01,Midfield,Right,168
145556,Jevrem Kosnic,458,Serbia,1993-04-28,Defender,Left,190
5501,Mauro Cetto,458,Argentina,1982-04-14,Defender,Right,182
100693,Giacomo Brichetto,458,Italy,1983-05-09,Goalkeeper,Right,194
139535,Ignacio Lores Varela,458,Uruguay,1991-04-26,Attack,Left,182
4793,Steve von Bergen,458,Switzerland,1983-06-10,Defender,Right,182
241468,Giuseppe D'Amico,458,Italy,1995-01-10,Midfield,Right,0
89783,Carlos Labrín,458,Chile,1990-12-02,Defender,Right,182
54845,Gabriel Hauche,862,Argentina,1986-11-27,Attack,Right,168
85537,Francesco Dettori,862,Italy,1983-03-02,Midfield,Right,173
35805,Rinaldo Cruzado,862,Peru,1984-09-21,Midfield,Left,180
53139,Santiago Morero,862,Argentina,1982-04-18,Defender,Right,183
6233,Luciano,862,Brazil,1975-12-03,Midfield,Right,180
30882,Cristian Llama,430,Argentina,1986-06-26,Attack,Left,179
195290,Nii Nortey Ashong,430,Ghana,1994-11-17,Defender,Left,178
240190,Niccolò Belloni,46,Italy,1994-07-10,Attack,Left,176
3428,Dejan Stanković,46,Serbia,1978-09-11,Midfield,Right,181
240195,Yago Del Piero,46,Brazil,1994-01-14,Midfield,Right,0
199924,Giovanni Terrani,46,Italy,1994-10-12,Attack,Right,0
6026,Tommaso Rocchi,46,Italy,1977-09-19,Attack,Right,177
240289,Marco Ferrara,46,Italy,1994-05-05,Defender,Left,181
206699,Matteo Cincilla,46,Italy,1994-10-24,Goalkeeper,Right,188
240194,Raffaele Dalle Vedove,46,Italy,1994-02-28,Goalkeeper,Right,191
199584,Gianluca Austoni,1038,Italy,1994-02-04,Attack,Left,0
125505,Gonzalo Barreto,398,Uruguay,1992-01-22,Attack,Right,175
4015,Louis Saha,398,France,1978-08-08,Attack,Left,182
168213,Salam Dene,398,Burkina Faso,1993-06-08,Attack,Right,178
17175,Pasquale Foggia,398,Italy,1983-06-03,Attack,Left,167
242528,Rocco Giordano,398,Italy,1995-02-07,Attack,Left,175
183124,Milos Antic,398,Serbia,1994-10-28,Midfield,Right,185
252027,Lorenzo Pace,398,Italy,1995-03-10,Midfield,Right,165
199731,Tommaso Barluzzi,398,Italy,1994-02-01,Midfield,,0
5812,Cristian Brocchi,398,Italy,1976-01-30,Midfield,Right,171
240352,Tommaso Mazzei,398,Italy,1995-01-02,Defender,Both,185
168253,Tiziano Scarfagna,398,Italy,1994-01-26,Goalkeeper,Right,188
245268,Fabrizio Bianchi,398,Italy,1995-07-20,Defender,,0
244764,Lorenzo Silvagni,398,Italy,1995-01-23,Defender,Right,175
199730,Claudio Andreoli,398,Italy,1994-04-01,Midfield,,0
61539,Davide Lanzafame,1627,Italy,1987-02-09,Attack,Right,180
42417,Takayuki Morimoto,1627,Japan,1988-05-07,Attack,Right,180
30654,Adrián Ricchiuti,1627,Argentina,1978-06-30,Attack,Right,168
199771,Sem Addamo,1627,Italy,1995-02-25,Midfield,Right,176
55213,Mario Paglialunga,1627,Argentina,1988-10-29,Midfield,Left,182
16828,Alessandro Potenza,1627,Italy,1984-03-08,Defender,Right,185
168199,Giuseppe Messina,1627,Italy,1993-02-12,Goalkeeper,Right,186
51716,Wellington Paulista,379,Brazil,1984-04-22,Attack,Right,180
5652,Marc-Antoine Fortuné,984,French Guiana,1981-07-02,Attack,Right,183
1397,Michael Owen,512,England,1979-12-14,Attack,Both,173
4112,Rory Delap,512,Ireland,1976-07-06,Midfield,Right,183
14069,Mamady Sidibé,512,Mali,1979-12-18,Attack,Right,193
110670,Florent Cuvelier,512,Belgium,1992-09-12,Midfield,,175
110863,James Hurst,984,England,1992-01-31,Defender,Right,183
6893,Gabriel Tamas,984,Romania,1983-11-09,Defender,Right,188
121236,Rob Hall,379,England,1993-10-20,Attack,Left,173
7858,Yossi Benayoun,379,Israel,1980-05-05,Attack,Right,175
185764,Charles Banya,931,England,1993-09-18,Midfield,,170
116655,Alex Smith,931,England,1991-10-31,Midfield,Left,177
119553,Jack Grimmer,931,Scotland,1994-01-25,Defender,Right,184
108471,Csaba Somogyi,931,Hungary,1985-04-07,Goalkeeper,Right,190
4056,Simon Davies,931,Wales,1979-10-23,Midfield,Right,178
39700,Mark Gower,2288,England,1978-10-05,Midfield,Both,180
111059,Darnel Situ,2288,France,1992-03-18,Defender,Right,187
51536,Albert Crusat,1071,Spain,1982-05-13,Attack,Left,160
107350,Fraser Fyvie,1071,Scotland,1993-03-27,Midfield,Right,172
2953,Paul Scharner,1071,Austria,1980-03-11,Midfield,Right,191
126249,Adam Buxton,1071,England,1992-05-12,Defender,Right,185
19641,Emmerson Boyce,1071,Barbados,1979-09-24,Defender,Right,180
104962,Filip Orsula,1071,Slovakia,1993-02-25,Attack,Right,183
71096,Róger Espinoza,1071,Honduras,1986-10-25,Midfield,Left,178
18871,Jean Beausejour,1071,Chile,1984-06-01,Defender,Left,178
3791,Gary Caldwell,1071,Scotland,1982-04-12,Defender,Right,185
32217,Mike Pollitt,1071,England,1972-02-29,Goalkeeper,Right,193
126258,Lee Nicholls,1071,England,1992-10-05,Goalkeeper,Right,191
90273,Román Golobart,1071,Spain,1992-03-21,Defender,Right,193
26633,Ali Al-Habsi,1071,Oman,1981-12-30,Goalkeeper,Right,194
9980,Rob Hulse,1039,England,1979-10-25,Attack,Right,185
8188,Jay Bothroyd,1039,England,1982-05-07,Attack,Left,190
1573,Thomas Hitzlsperger,29,Germany,1982-04-05,Midfield,,0
121410,Alex Nimely,281,Liberia,1991-05-11,Attack,Right,180
3404,Phil Neville,29,England,1977-01-21,Defender,Right,180
184921,Franck Ohandza,65,Cameroon,1991-09-28,Attack,Both,179
50199,Stephan Hain,167,Germany,1988-09-27,Attack,Both,178
49270,Dawda Bah,167,The Gambia,1983-11-12,Attack,,0
37058,Somen Tchoyi,167,Cameroon,1983-03-29,Attack,Both,190
21101,Milan Petrzela,167,Czech Republic,1983-06-19,Midfield,Right,172
156715,Marco Thiede,167,Germany,1992-05-20,Defender,Right,178
557,Simon Jentzsch,167,Germany,1976-05-04,Goalkeeper,Right,196
45986,Kingsley Onuegbu,65,Nigeria,1986-03-05,Attack,Right,191
94674,Ilir Azemi,65,Kosovo,1992-02-21,Attack,Both,191
31864,Christopher Nöthe,65,Germany,1988-01-03,Attack,,0
64248,Florian Trinks,65,Germany,1992-03-11,Attack,,0
9543,Edú,65,Brazil,1981-11-30,Attack,,0
1684,Milorad Pekovic,65,Montenegro,1977-08-05,Midfield,Left,189
31169,Bernd Nehrig,65,Germany,1986-09-28,Midfield,Both,180
31751,Robert Zillner,65,Germany,1985-08-04,Midfield,,0
1116,Thomas Kleine,65,Germany,1977-12-28,Defender,Right,191
29997,Heinrich Schmidtgal,65,Kazakhstan,1985-11-20,Defender,,0
31610,Sebastian Tyrała,65,Poland,1988-02-22,Midfield,Both,172
116461,Issa Ndoye,65,Senegal,1985-12-12,Goalkeeper,Right,202
74602,József Varga,65,Hungary,1988-06-06,Midfield,Right,175
88709,Luca Scapuzzi,281,Italy,1991-04-15,Attack,Right,182
16843,Wolfgang Hesl,65,Germany,1986-01-13,Goalkeeper,Left,189
103261,Jérémy Hélan,281,France,1992-05-09,Midfield,Left,181
135071,Matthias Strohmaier,167,Germany,1994-03-11,Defender,Both,188
3682,Wayne Bridge,281,England,1980-08-05,Defender,Left,178
181548,Courtney Meppen-Walter,281,England,1994-08-02,Defender,Left,184
196316,Adam Mitchell,289,England,1994-12-02,Attack,Right,0
133392,Billy Knott,289,England,1992-11-28,Midfield,,173
196313,Jordan Laidler,289,England,1993-10-13,Midfield,Right,0
3130,Titus Bramble,289,England,1981-07-31,Defender,Right,192
121387,Eirik Johansen,281,Norway,1992-07-12,Goalkeeper,Right,200
204114,Scott Harrison,289,England,1993-09-03,Defender,Right,188
214023,David Ferguson,289,England,1994-06-07,Defender,Left,180
15929,Jamie Mackie,1039,Scotland,1985-09-22,Attack,Right,182
31883,Hogan Ephraim,1039,England,1988-03-31,Midfield,Left,175
3118,Kieron Dyer,1039,England,1978-12-29,Midfield,Right,170
14007,Shaun Derry,1039,England,1977-12-06,Midfield,Right,177
28878,Ryan Nelsen,1039,New Zealand,1977-10-18,Defender,,0
3271,Luke Young,1039,England,1979-07-19,Defender,Right,183
37896,DJ Campbell,1039,England,1981-11-12,Attack,Right,178
3205,David Bentley,148,England,1984-08-27,Midfield,Right,178
21010,Radek Cerny,1039,Czech Republic,1974-02-18,Goalkeeper,Right,187
103487,Dean Parrett,148,England,1991-11-16,Midfield,Right,175
3461,Jermaine Jenas,148,England,1983-02-18,Midfield,Right,181
3156,William Gallas,148,France,1977-08-17,Defender,Right,182
3151,Carlo Cudicini,148,Italy,1973-09-06,Goalkeeper,Right,184
52111,Jay Spearing,31,England,1988-11-25,Midfield,Right,168
88750,Nile Ranger,762,England,1991-04-11,Attack,Right,188
3597,Jamie Carragher,31,England,1978-01-28,Defender,Right,185
49409,James Perch,762,England,1985-09-28,Midfield,Right,180
244040,Lloyd Jones,31,England,1995-10-07,Defender,Right,191
24155,Olivier Occéan,24,Canada,1981-10-23,Attack,Right,185
56216,Max Wegner,86,Germany,1989-03-24,Attack,Right,182
77947,Soufian Benyamina,79,Germany,1990-03-02,Attack,Right,190
85866,Roussel Ngankam,4,Germany,1993-09-15,Attack,Right,180
85946,Kolja Pusch,15,Germany,1993-02-12,Attack,Left,181
85908,Luca Dürholtz,15,Germany,1993-08-18,Midfield,Both,178
122704,Zak Ansah,11,Ghana,1994-05-04,Attack,,179
94543,Tobias Steffen,15,Germany,1992-06-03,Attack,Right,175
53058,Renato Augusto,15,Brazil,1988-02-08,Midfield,Right,186
82113,Alexander Ring,18,Finland,1991-04-09,Midfield,Right,178
57683,Niklas Dams,18,Germany,1990-05-28,Defender,Both,184
85961,Erik Zenga,15,Germany,1993-01-18,Midfield,Right,181
82112,Julian Riedel,15,Germany,1991-08-10,Defender,Both,182
152629,Niklas Bolten,18,Germany,1994-03-29,Goalkeeper,,0
141573,George Saville,631,Northern Ireland,1993-06-01,Midfield,Left,176
29159,Ross Turnbull,631,England,1985-01-04,Goalkeeper,Right,193
9832,Paulo Ferreira,631,Portugal,1979-01-18,Defender,Right,183
126195,Jernade Meade,11,Montserrat,1992-10-25,Defender,Left,165
111419,Sead Hajrovic,11,Bosnia-Herzegovina,1993-06-04,Defender,Right,184
54275,André Santos,11,Brazil,1983-03-08,Attack,Left,180
91340,James Shea,11,England,1991-06-16,Goalkeeper,,0
264,Tamás Hajnal,79,Hungary,1981-03-15,Attack,Both,167
51282,Mamadou Bah,79,Guinea,1988-04-25,Midfield,Left,181
162,Marc Ziegler,79,Germany,1976-06-13,Goalkeeper,Right,193
94770,Michael Vitzthum,79,Germany,1992-06-20,Defender,Left,185
28163,Francisco Rodríguez,79,Mexico,1981-10-20,Defender,,0
86172,Mu Kanazaki,4,Japan,1989-02-16,Attack,Right,182
58806,André Weis,79,Germany,1989-09-30,Goalkeeper,Right,189
14334,Marcos António,4,Brazil,1983-05-25,Defender,,0
119194,Noah Korczowski,4,Germany,1994-01-08,Defender,Right,188
146151,Max Nawe,4,Germany,1995-01-20,Goalkeeper,Right,187
643,Christian Vander,86,Germany,1980-10-24,Goalkeeper,Right,195
25785,Erwin Hoffer,24,Austria,1987-04-14,Attack,Right,176
19385,Karim Matmour,24,Algeria,1985-06-25,Attack,,0
332,Benjamin Köhler,24,Germany,1980-08-04,Midfield,,0
113198,Julian Dudda,24,Germany,1993-04-08,Defender,Left,191
1323,Martin Amedick,24,Germany,1982-09-06,Defender,,0
1496,Heiko Butscher,24,Germany,1980-07-28,Defender,Both,189
447,Oka Nikolov,24,North Macedonia,1974-05-25,Goalkeeper,Right,188
690,Ivan Klasnic,39,Croatia,1980-01-29,Attack,,0
93553,Tobias Schilk,39,Germany,1992-03-24,Defender,Right,187
24856,Radoslav Zabavnik,39,Slovakia,1980-09-16,Defender,Both,180
87645,Bálint Bajner,16,Hungary,1990-11-18,Attack,Right,197
34060,Nejmeddin Daghfous,39,Tunisia,1986-10-01,Midfield,Both,178
4058,Lee Barnard,180,England,1984-07-18,Attack,Right,178
62642,Nathan Delfouneso,405,England,1991-02-02,Attack,Right,186
57488,Simon Dawkins,405,Jamaica,1987-12-01,Attack,Right,177
146488,Samir Carruthers,405,Ireland,1993-04-04,Midfield,Left,173
21496,Brett Holman,405,Australia,1984-03-27,Attack,Right,177
128287,Derrick Williams,405,Ireland,1993-01-17,Defender,Left,180
13249,Andy Marshall,405,England,1975-04-14,Goalkeeper,Right,188
3397,Paul Scholes,985,England,1974-11-16,Midfield,Right,168
61375,Garra Dembélé,60,Mali,1986-02-21,Attack,,0
83188,Marc Lais,60,Germany,1991-02-04,Midfield,Both,184
53808,Beg Ferati,60,Switzerland,1986-11-10,Defender,,0
128262,Scott Wootton,985,England,1991-09-12,Defender,Right,188
160376,Manuel Torres,33,Spain,1991-01-05,Attack,Right,175
120427,René Klingenburg,33,Germany,1993-12-29,Midfield,Both,190
123,Christoph Metzelder,33,Germany,1980-11-05,Defender,,0
198861,Sam Hoskins,180,England,1993-02-04,Attack,,173
171234,Ben Reeves,180,Northern Ireland,1991-11-19,Attack,Left,171
206268,Corby Moore,180,England,1993-11-21,Midfield,,173
9975,Richard Chaplow,180,England,1985-02-02,Midfield,Right,175
13997,Danny Butterfield,180,England,1979-11-21,Defender,Right,180
226974,Andy Robinson,180,England,1992-10-16,Midfield,,188
62054,Vegard Forren,180,Norway,1988-02-16,Defender,Left,186
4094,Frazer Richardson,180,England,1982-10-29,Defender,Right,180
61823,Tommy Forecast,180,England,1986-10-15,Goalkeeper,,198
28511,David Gigliotti,1147,France,1985-05-30,Attack,Right,178
2374,Patrick Owomoyela,16,Germany,1979-11-05,Defender,Right,187
126910,Yassin El-Azzouzi,595,France,1983-01-13,Attack,Right,180
252779,Matthias Llambrich,595,France,1993-02-06,Midfield,,178
75223,Salim Moizini,595,Comoros,1985-10-17,Defender,Right,175
142342,Olivier Vannucci,595,France,1991-11-21,Defender,Right,187
33718,François Marque,595,France,1983-07-31,Defender,Left,0
111037,Dominique Agostini,595,France,1989-09-28,Goalkeeper,Right,182
5300,Jérôme Rothen,595,France,1978-03-31,Midfield,Left,177
52093,Maximilian Riedmüller,27,Germany,1988-01-04,Goalkeeper,Both,189
231610,Gaëtan Varenne,595,Israel,1990-06-24,Attack,Right,188
249331,François Massimi,595,France,1993-10-12,Attack,,176
56097,Deniz Aycicek,42,Germany,1990-06-05,Attack,Both,177
76657,Sascha Schünemann,42,Germany,1992-02-20,Midfield,Right,180
225408,França,42,Brazil,1991-04-21,Midfield,Both,182
