player_id,name,current_club_id,country_of_citizenship,date_of_birth,position,foot,height_in_cm
324472,Diego Borghini,749,Italy,1997-03-04,Defender,Right,189
240365,Michele Somma,749,Italy,1995-03-16,Defender,Right,182
28841,Davide Moro,749,Italy,1982-01-02,Midfield,Right,176
44294,Romano Perticone,749,Italy,1986-08-13,Defender,Right,183
290087,Matteo Biggeri,749,Italy,1996-04-25,Goalkeeper,Right,187
28868,Tiberio Guarente,749,Italy,1985-11-01,Midfield,Left,182
240670,Davide Lodesani,6574,Italy,1995-05-04,Attack,Left,181
287656,Marcello Sereni,6574,Italy,1996-07-24,Attack,Right,175
277692,Abass Alhassan,6574,Ghana,1995-01-21,Midfield,Right,176
285929,Lorenzo Benucci,6574,Italy,1996-11-22,Defender,Left,183
240657,Lorenzo Caselli,6574,Italy,1995-01-15,Defender,Right,0
22102,Paolo Bianco,6574,Italy,1977-08-20,Defender,Right,184
54916,Jonathan Rossini,6574,Switzerland,1989-04-05,Defender,Right,190
5889,Thomas Manfredini,6574,Italy,1980-05-27,Defender,Left,182
296284,Gianmarco Celeste,6574,Italy,1996-08-21,Goalkeeper,Right,182
22123,Ciro Polito,6574,Italy,1979-04-12,Goalkeeper,Right,183
16870,Cesare Natali,6574,Italy,1979-04-05,Defender,Right,192
269469,Octávio,430,Brazil,1993-12-29,Attack,Right,184
5896,David Pizarro,430,Chile,1979-09-11,Midfield,Right,168
339787,Enea Sanna,430,Italy,1997-01-03,Defender,Right,174
286293,Edoardo Masciangelo,430,Italy,1996-07-08,Defender,Left,177
290716,Nicolò Gigli,430,Italy,1996-01-11,Defender,Left,190
256371,Lorenzo Bardini,430,Italy,1996-04-12,Goalkeeper,Right,190
340700,Ivan Prtajin,410,Croatia,1996-05-14,Attack,Right,189
286215,Luca Bezzo,410,Italy,1996-03-15,Attack,Left,179
220686,Antonio Vutov,410,Bulgaria,1996-06-06,Attack,Left,183
7373,Albert Riera,410,Spain,1982-04-15,Midfield,Left,188
205179,Jádson,410,Brazil,1993-08-30,Midfield,Right,171
286217,Joan Bonilla,410,Colombia,1996-02-12,Defender,Right,175
5908,Cristiano Lupatelli,430,Italy,1978-06-21,Goalkeeper,Left,189
43082,Nicola Belmonte,410,Italy,1987-04-15,Defender,Right,183
172338,Masahudu Alhassan,410,Ghana,1992-12-01,Defender,Left,176
52328,Gonzalo Bergessio,1038,Argentina,1984-07-20,Attack,Right,179
233654,Francesco Fedato,1038,Italy,1992-10-15,Attack,Both,183
65929,Matías Rodríguez,1038,Argentina,1986-04-14,Defender,Right,178
44832,Alberto Frison,1038,Italy,1988-01-22,Goalkeeper,Right,191
45889,Bruno Pereirinha,398,Portugal,1988-03-02,Attack,Right,174
62725,Alessandro De Vitis,1038,Italy,1992-02-15,Midfield,Right,184
29035,Ederson,398,Brazil,1986-01-13,Attack,Right,181
87493,Diego Novaretti,398,Argentina,1985-05-09,Defender,Right,193
87463,Marcelo Larrondo,416,Argentina,1988-08-16,Attack,Right,191
23345,Barreto,416,Brazil,1985-07-12,Attack,Right,171
248333,Simone Rosso,416,Italy,1995-11-10,Attack,Right,180
98101,Marko Vesovic,416,Montenegro,1991-08-28,Defender,Right,180
241074,Giovanni Graziano,416,Italy,1995-11-07,Midfield,Right,187
21769,Salvatore Masiello,416,Italy,1982-01-31,Defender,Left,175
340289,Alessandro Dalmasso,416,Italy,1996-05-07,Defender,Right,184
198973,Davide Cinaglia,416,Italy,1994-04-10,Defender,Right,183
291398,Federico Caronte,416,Italy,1997-05-26,Defender,Right,0
238966,Nicholas Lentini,416,Italy,1996-08-20,Goalkeeper,,0
287688,Janis Cavagna,800,Italy,1995-03-12,Midfield,Right,178
7499,Lionel Scaloni,800,Argentina,1978-05-16,Defender,Right,182
200653,Dávid Forgács,800,Hungary,1995-09-29,Defender,Left,179
20913,Giuseppe Biava,800,Italy,1977-05-08,Defender,Right,180
22185,Vlada Avramov,800,Serbia,1979-04-05,Goalkeeper,Right,187
7102,Giorgio Frezzolini,800,Italy,1976-01-21,Goalkeeper,Right,186
56889,Francesco Della Rocca,458,Italy,1987-09-14,Midfield,Left,182
291278,Davide Merelli,800,Italy,1996-03-04,Goalkeeper,Left,188
241475,Davide Monteleone,458,Italy,1995-09-25,Defender,Right,186
70574,Milan Milanovic,458,Serbia,1991-03-31,Defender,Right,194
247247,Andrea Accardi,458,Italy,1995-07-30,Defender,Right,179
55385,Granddi N'Goyi,458,DR Congo,1988-05-17,Midfield,Right,186
265590,Danilo Ortíz,458,Paraguay,1992-05-28,Defender,Right,188
186393,Tomas Vestenicky,12,Slovakia,1996-04-06,Attack,Right,178
285920,Gaston Camara,46,Guinea,1996-03-31,Attack,Right,177
238980,Andrea Palazzi,46,Italy,1996-02-24,Midfield,Right,178
54149,Jonathan,46,Brazil,1986-02-27,Defender,Right,170
238992,Giacomo Sciacca,46,Italy,1996-04-19,Defender,Right,180
240197,Isaac Donkor,46,Ghana,1995-08-15,Defender,Right,181
290415,Davide Costa,46,Italy,1996-03-22,Goalkeeper,Right,189
239583,Jacopo Ferri,12,Italy,1995-04-05,Attack,Right,171
256338,Matteo Adamo,12,Italy,1996-07-29,Midfield,Right,175
21876,Federico Balzaretti,12,Italy,1981-12-06,Defender,Left,180
239599,Massimo Sammartino,12,Italy,1995-09-08,Defender,Left,170
6721,Mario Santana,252,Argentina,1981-12-23,Attack,Right,180
74821,Franco Mussis,252,Argentina,1992-04-19,Midfield,Both,174
6792,Luca Antonini,252,Italy,1982-08-04,Defender,Right,181
253012,Matteo Franchetti,252,Italy,1996-05-03,Defender,Left,179
305493,Armando Prisco,252,Italy,1997-02-13,Goalkeeper,Left,185
21696,Daniele Portanova,252,Italy,1978-12-17,Defender,Right,185
241326,Moro Alhassan,252,Ghana,1994-01-15,Midfield,Right,186
213911,Antonio Loi,1390,Italy,1996-08-25,Attack,Right,171
235923,Mattia Muroni,1390,Italy,1996-04-06,Midfield,Right,176
158043,Daniele Giorico,1390,Italy,1992-01-01,Midfield,Right,178
99923,Simone Benedetti,1390,Italy,1992-04-03,Defender,Right,190
76598,Matías Cabrera,1390,Uruguay,1986-05-16,Attack,Right,176
63899,Josef Husbauer,1390,Czech Republic,1990-03-16,Midfield,Right,182
235921,Werther Carboni,1390,Italy,1996-04-04,Goalkeeper,Right,185
35733,Francesco Pisano,1390,Italy,1986-04-29,Defender,Right,171
238951,Davide Di Molfetta,5,Italy,1996-06-23,Attack,Both,180
20730,Daniele Conti,1390,Italy,1979-01-09,Midfield,Right,178
287307,Alessandro Mastalli,5,Italy,1996-02-07,Midfield,Right,178
206701,Mario Piccinocchi,5,Italy,1995-02-21,Midfield,Right,172
287313,Andrej Modic,5,Bosnia-Herzegovina,1996-03-07,Midfield,Right,179
28862,Michael Agazzi,5,Italy,1984-07-03,Goalkeeper,Right,191
4276,Carlos Tevez,506,Argentina,1984-02-05,Attack,Right,171
244491,Stefano Gori,5,Italy,1996-03-09,Goalkeeper,Right,185
5817,Andrea Pirlo,506,Italy,1979-05-19,Midfield,Both,177
30333,Marco Motta,506,Italy,1986-05-14,Defender,Right,186
340265,Giacomo Volpe,506,Italy,1996-01-16,Goalkeeper,Right,189
70789,Michu,6195,Spain,1986-03-21,Attack,Left,185
52266,Walter Gargano,6195,Uruguay,1984-07-23,Midfield,Right,167
175448,Juan Delgado,3368,Spain,1994-01-03,Attack,Right,183
53239,Jonathan Pereira,367,Spain,1987-05-12,Attack,Right,167
208715,Fredy Hinestroza,3709,Colombia,1990-04-05,Attack,Left,178
142326,Philtzgerald Mbaka,3709,Congo,1993-01-24,Midfield,Left,176
34564,Xisco,993,Spain,1986-06-26,Attack,Right,188
323169,Sergio García,993,Spain,1996-12-27,Attack,,182
351540,José Fran,993,Spain,1992-06-01,Attack,Left,177
57791,Diego Castro,3709,Spain,1982-07-02,Attack,Right,174
73076,José María López Silva,993,Spain,1983-01-02,Attack,Right,169
73244,José Carlos,993,Spain,1987-07-17,Attack,Left,182
118008,Patrick Ekeng,993,Cameroon,1990-03-26,Midfield,Right,182
126722,Edu Campabadal,993,Spain,1993-01-26,Defender,Right,178
29065,Abel Gómez,993,Spain,1982-02-20,Midfield,Right,181
51489,Aritz López Garai,993,Spain,1980-11-06,Midfield,Right,182
95480,Luso,993,Spain,1984-12-04,Midfield,Right,183
309007,Fran Serrano,993,Spain,1995-04-20,Defender,,192
81743,Fausto Rossi,993,Italy,1990-12-03,Midfield,Right,177
75238,Iñigo López,993,Spain,1982-07-23,Defender,Right,185
93330,Deivid,993,Spain,1989-01-27,Defender,Right,188
240039,Dani Pinillos,993,Spain,1992-10-22,Defender,Left,183
63706,Mikel Saizar,993,Spain,1983-01-18,Goalkeeper,Right,190
76699,Adrián Gunino,993,Uruguay,1989-02-03,Defender,Right,172
253878,Pedro Astray,3709,Spain,1992-03-18,Midfield,,184
45710,Sammir,3709,Croatia,1987-04-23,Attack,Right,178
285957,Alex Felip,3709,Spain,1992-04-03,Midfield,Right,180
249246,Edu Payá,3709,Spain,1992-09-21,Defender,Right,180
16595,Juan Valera,3709,Spain,1984-12-21,Defender,Right,184
354312,Pablo Villalón,3709,Spain,1996-02-02,Defender,Right,187
16315,Rafa López,3709,Spain,1985-04-09,Defender,Right,183
138662,Álvaro Arroyo,3709,Spain,1988-07-22,Defender,Right,180
35462,Jordi Codina,3709,Spain,1982-04-27,Goalkeeper,Right,189
14535,Iago Bouzón,993,Spain,1983-06-16,Defender,Right,182
57818,Míchel Madera,3709,Spain,1985-11-08,Midfield,Right,183
65239,Jorge Morcillo,367,Spain,1986-03-11,Defender,Left,184
55135,Cristian Álvarez,367,Argentina,1985-11-13,Goalkeeper,Right,186
111082,Javier Aquino,367,Mexico,1990-02-11,Attack,Right,167
6585,Kalu Uche,3368,Nigeria,1982-11-15,Attack,Right,180
6119,Mohamed Sissoko,3368,Mali,1985-01-22,Midfield,Right,191
92813,Víctor Pérez,3368,Spain,1988-01-12,Midfield,Both,177
85349,Jordi César,3368,Spain,1992-03-27,Defender,Left,181
2923,Andreas Ivanschitz,3368,Austria,1983-10-15,Attack,Left,183
99349,Julián Luque,714,Spain,1992-03-27,Attack,Right,176
72935,Raúl Rodríguez,714,Spain,1987-09-22,Defender,,185
27453,Diego Colotto,714,Argentina,1981-03-10,Defender,Right,184
126746,Germán Parreño,714,Spain,1993-02-16,Goalkeeper,Right,191
142023,Guillermo Fernández,621,Spain,1993-05-23,Attack,Right,181
162043,Iker Hernández,681,Spain,1994-04-08,Attack,Right,181
237617,Cristian Herrera,1531,Spain,1991-03-13,Attack,Both,182
263862,Moha Traoré,1531,Mali,1994-11-29,Attack,Right,187
15790,Ferrán Corominas,1531,Spain,1983-01-05,Attack,Right,171
242827,Samuel Martínez,1531,Spain,1994-04-15,Attack,Both,172
23102,Riki,16795,Spain,1980-08-11,Attack,Left,187
276050,Jose Antonio Peral,1531,Spain,1992-03-06,Attack,Right,0
22586,Toché,897,Spain,1983-01-01,Attack,Right,185
199348,Dani Iglesias,897,Spain,1995-07-17,Attack,Right,173
104916,Diego Seoane,897,Spain,1988-04-26,Defender,Right,181
35448,Cezary Wilk,897,Poland,1986-02-12,Midfield,Right,180
164477,Ezequiel Rescaldani,1084,Argentina,1992-06-11,Attack,Right,192
337527,Marcos Remeseiro,897,Spain,1992-07-21,Attack,Left,180
226005,Franco Fragapane,1531,Argentina,1993-02-06,Attack,Right,167
337529,Iago López,897,Spain,1992-09-03,Defender,,0
288454,Rafa Gálvez,1531,Spain,1993-05-20,Midfield,Right,190
57961,Edu Albacar,1531,Spain,1979-11-16,Defender,Left,176
57944,Sergio Pelegrín,1531,Spain,1979-08-14,Defender,Left,185
160182,José Ángel,1531,Spain,1989-03-02,Defender,Right,187
141832,José Carlos Álvarez,1531,Spain,1992-12-31,Goalkeeper,,178
200612,Pol Freixanet,1531,Spain,1991-08-22,Goalkeeper,,193
189525,Roberto Chen,1084,Panama,1994-05-24,Defender,,182
175573,Nacho Porcar,1531,Spain,1992-07-10,Defender,,182
120582,Agustín Cousillas,1084,Argentina,1990-04-19,Goalkeeper,Right,182
47648,Dani Estrada,681,Spain,1987-01-03,Defender,Right,179
51535,Domingo Cisma,1531,Spain,1982-02-09,Defender,Left,184
229815,Alejandro Sanz,681,Spain,1993-06-05,Midfield,,181
52428,Joaquín Larrivey,940,Argentina,1984-08-20,Attack,Right,186
127457,Álex López,940,Spain,1988-01-11,Midfield,Right,178
279090,Samu Araújo,940,Spain,1995-12-09,Defender,Left,180
15715,Borja Oubiña,940,Spain,1982-05-17,Midfield,Right,178
15804,Andoni Iraola,621,Spain,1982-06-22,Defender,Right,182
57866,Adrián Colunga,16795,Spain,1984-11-17,Attack,Right,172
287315,Fran Morante,16795,Spain,1992-06-28,Defender,Right,182
94414,Héctor Yuste,16795,Spain,1988-01-12,Defender,Right,191
57800,Roberto Fernández,16795,Spain,1979-01-25,Goalkeeper,Right,181
287282,Nico Hidalgo,16795,Spain,1992-04-30,Attack,Right,178
4205,Bobby Zamora,1039,England,1981-01-16,Attack,Left,184
242434,Courtney Duffus,29,Ireland,1995-10-24,Attack,Right,188
246932,Nacho Huertas,13,Spain,1993-12-16,Attack,,180
339152,Sekou Keita,13,Guinea,1994-12-12,Attack,Right,182
60591,Yannick Sagbo,3008,Cote d'Ivoire,1988-04-12,Attack,Right,183
44674,Giovani dos Santos,1050,Mexico,1989-05-11,Attack,Left,175
126875,Sergio Marcos,1050,Spain,1992-02-03,Midfield,Left,176
142019,Felipe Alfonso,1050,Spain,1993-04-14,Defender,Right,175
204354,Adam Campbell,762,England,1995-01-01,Attack,Right,169
221687,Alex Gilliead,762,England,1996-02-11,Attack,Right,183
33785,Ryan Taylor,762,England,1984-08-19,Defender,Right,179
168408,Lubomir Satka,762,Slovakia,1995-12-02,Defender,Right,188
198587,Remie Streete,762,England,1994-11-02,Defender,Right,188
62052,Shane Ferguson,762,Northern Ireland,1991-07-12,Midfield,Left,175
242287,Javi Jiménez,1050,Spain,1996-01-11,Defender,Left,171
126748,Israel Puerto,1050,Spain,1993-06-15,Defender,Right,187
39004,Juan Carlos,1050,Spain,1987-07-27,Goalkeeper,Right,182
193073,Miguel Bañuz,1050,Spain,1993-06-26,Goalkeeper,Right,188
282637,Iván Pérez,13,Spain,1992-10-20,Defender,Left,170
282000,Carlos Ramos,13,Spain,1994-08-31,Midfield,Right,182
242412,Gethin Jones,29,Wales,1995-10-13,Defender,Right,180
42198,Sone Aluko,3008,Nigeria,1989-02-19,Attack,Left,173
43266,Stephen Quinn,3008,Ireland,1986-04-01,Midfield,Left,168
62240,Maynor Figueroa,3008,Honduras,1983-05-02,Defender,Left,182
24636,Paul McShane,3008,Ireland,1986-01-06,Defender,Right,183
264406,Calaum Jahraldo-Martin,3008,Antigua and Barbuda,1993-04-27,Attack,,175
258884,Ryan Ledson,29,England,1997-08-19,Midfield,Right,178
67232,Mark Oxley,3008,England,1990-09-28,Goalkeeper,Right,190
29091,Nenê,379,Brazil,1981-07-19,Attack,Left,181
175996,Sebastian Lletget,379,United States,1992-09-03,Midfield,Right,178
344916,Rory Watson,3008,England,1996-02-05,Goalkeeper,,190
3692,Jussi Jääskeläinen,379,Finland,1975-04-19,Goalkeeper,Right,191
73492,Joe Dudgeon,3008,Northern Ireland,1990-11-26,Defender,Left,178
264199,Reece Grego-Cox,1039,Ireland,1996-11-12,Midfield,Right,178
257534,Emmanuel Onariase,379,England,1996-10-21,Defender,Right,188
148911,Frankie Sutherland,1039,Ireland,1993-12-06,Midfield,,177
369085,Aaron Mitchell,1039,England,1996-04-14,Midfield,,0
173832,Michael Doughty,1039,Wales,1992-11-20,Midfield,Left,185
362809,Brandon Comley,1039,Montserrat,1995-11-18,Midfield,Right,180
169633,Bruno Andrade,1039,Portugal,1993-10-02,Attack,Right,175
207037,Dan Potts,379,England,1994-04-13,Defender,Left,173
155233,Michael Harriman,1039,Ireland,1992-10-23,Defender,Right,168
88067,Alejandro Faurlín,1039,Argentina,1986-08-09,Midfield,Left,185
136589,Samba Diakité,1039,Mali,1989-01-24,Midfield,Right,186
158718,Max Ehmer,1039,Germany,1992-02-03,Defender,Right,188
189039,Michael Petrasso,1039,Canada,1995-07-09,Midfield,Right,168
3235,Rio Ferdinand,1039,England,1978-11-07,Defender,Right,189
13582,Karl Henry,1039,England,1982-11-26,Midfield,Right,184
3467,Shaun Wright-Phillips,1039,England,1981-10-25,Attack,Right,166
39378,Jozy Altidore,289,United States,1989-11-06,Attack,Right,185
28810,Nedum Onuoha,1039,England,1986-11-12,Defender,Right,183
33046,Cabral,289,Switzerland,1988-10-22,Midfield,Right,180
265312,Liam Agnew,289,England,1995-04-11,Midfield,Right,178
5668,Anthony Réveillère,289,France,1979-11-10,Defender,Right,180
3807,Richard Dunne,1039,Ireland,1979-09-21,Defender,Right,188
54576,Sebastián Blanco,984,Argentina,1988-03-15,Attack,Both,168
141349,Liam O'Neil,984,England,1993-07-31,Midfield,Right,181
6855,Georgios Samaras,984,Greece,1985-02-21,Attack,Right,193
45921,Luke Daniels,984,England,1988-01-05,Goalkeeper,Right,195
4115,Chris Baird,984,Northern Ireland,1982-02-25,Midfield,Right,185
246244,Sergio Aguza,418,Spain,1992-09-02,Midfield,Right,176
129483,Derik Osede,418,Spain,1993-02-21,Defender,Right,184
212863,Jaime Sánchez,418,Spain,1995-03-11,Defender,Right,185
13239,Darren Bent,405,England,1984-02-06,Attack,Right,180
164389,Rory Donnelly,2288,Northern Ireland,1992-02-18,Attack,Right,188
3163,Frank Lampard,281,England,1978-06-20,Midfield,Both,184
285847,Stefan O'Connor,11,England,1997-01-23,Defender,Right,193
258920,Ryan Huddart,11,England,1997-03-06,Goalkeeper,,196
31645,Anderson,985,Brazil,1988-04-13,Midfield,Left,175
110798,Marnick Vermijl,985,Belgium,1992-01-13,Defender,Right,180
128911,Tom Thorpe,985,England,1993-01-13,Defender,,187
73472,Ben Amos,985,England,1990-04-10,Goalkeeper,Right,193
245585,Reece James,985,England,1993-11-07,Defender,Left,182
3109,Steven Gerrard,31,England,1980-05-30,Midfield,Right,183
124845,Grant Hall,148,England,1991-10-29,Defender,Right,192
82215,Bongani Khumalo,148,South Africa,1987-01-06,Defender,Right,189
7607,Xavi,131,Spain,1980-01-25,Midfield,Right,169
3476,Brad Friedel,148,United States,1971-05-18,Goalkeeper,,0
197830,Josh Sheehan,2288,Wales,1995-03-30,Midfield,Right,184
29356,Dwight Tiendalli,2288,Netherlands,1985-10-21,Defender,Right,176
173584,Raheem Hanley,2288,St. Kitts & Nevis,1994-02-24,Defender,Left,175
89648,David Cornell,2288,Wales,1991-03-28,Goalkeeper,Right,186
7337,Alan Tate,2288,England,1982-09-02,Defender,Right,185
49693,Andreas Weimann,405,Austria,1991-08-05,Attack,Right,179
177892,Graham Burke,405,Ireland,1993-09-21,Attack,Right,180
201656,Lewis Kinsella,405,England,1994-09-02,Defender,Left,175
61572,Chris Herd,405,Australia,1989-04-04,Midfield,Right,188
3924,Didier Drogba,631,Cote d'Ivoire,1978-03-11,Attack,Both,189
156942,Adam Thomas,512,England,1994-02-04,Attack,Right,191
55709,Emmanuel Mayuka,180,Zambia,1990-11-21,Attack,Right,178
13616,Andy Wilkinson,512,England,1984-08-06,Defender,Right,180
58361,Wilson Palacios,512,Honduras,1984-07-29,Midfield,Right,181
3473,Thomas Sörensen,512,Denmark,1976-06-12,Goalkeeper,Right,196
226964,Dominic Gape,180,England,1994-09-09,Midfield,Right,180
284717,Jake Flannigan,180,England,1996-02-02,Midfield,Right,180
329648,Tena,368,Spain,1993-06-28,Midfield,Right,179
230485,Modesto,368,Spain,1994-05-14,Defender,Right,168
12693,Stephen Dobbie,873,Scotland,1982-12-05,Attack,Right,178
3276,Shola Ameobi,873,Nigeria,1981-10-12,Attack,Right,191
3560,Jerome Thomas,873,England,1983-03-23,Attack,Left,177
35193,Kevin Doyle,873,Ireland,1983-09-18,Attack,Right,180
14031,Andy Johnson,873,England,1981-02-10,Attack,Right,172
61561,Barry Bannan,873,Scotland,1989-12-01,Midfield,Left,169
33249,Owen Garvan,873,Ireland,1988-01-29,Midfield,Left,183
177953,Chris Kettings,873,Scotland,1992-10-25,Goalkeeper,,193
13350,Lewis Price,873,Wales,1984-07-19,Goalkeeper,Right,191
214113,Mitchell Beeney,631,England,1995-10-03,Goalkeeper,,198
28801,Peter Ramage,873,England,1983-11-22,Defender,Right,185
93764,Malick Seck,826,Senegal,1990-02-09,Attack,Right,184
53399,Adamo Coulibaly,826,France,1981-08-14,Attack,Right,187
66926,Moussa Gueye,347,Senegal,1989-02-20,Attack,Right,186
234249,Federico Andrada,347,Argentina,1994-03-03,Attack,Right,180
202035,Juan Falcón,347,Venezuela,1989-02-24,Attack,Right,180
5461,Florent Malouda,347,French Guiana,1980-06-13,Attack,Left,177
147602,Kwame Nsor,347,Ghana,1992-08-01,Attack,Right,188
191903,Ferjani Sassi,347,Tunisia,1992-03-18,Midfield,Right,185
5566,Romain Rocchi,347,France,1981-10-02,Midfield,Right,183
218058,Fakhreddine Ben Youssef,347,Tunisia,1991-06-23,Attack,Right,189
324182,Zakariya Abarouaï,14171,Morocco,1994-03-30,Attack,Right,182
73120,Ahmed Kashi,347,Algeria,1988-11-18,Midfield,Right,178
204195,Mayoro N'Doye,347,Senegal,1991-12-18,Midfield,Right,178
12515,Guirane N'Daw,347,Senegal,1984-04-24,Midfield,Left,189
34532,Jérémy Choplin,347,France,1985-02-09,Defender,Right,183
122538,Anthony Mfa Mezui,347,Gabon,1991-03-07,Goalkeeper,Right,182
12093,Sylvain Marchal,347,France,1980-02-10,Defender,Right,184
132056,Fadil Sido,347,Burkina Faso,1993-04-13,Attack,Right,170
53238,Sergey Krivets,347,Belarus,1986-06-08,Attack,Right,177
84878,Ladislas Douniama,855,Congo,1986-05-24,Attack,Right,164
347919,Steeven Harrison,855,France,1992-12-13,Attack,Left,181
345172,Fabien Garcia,855,France,1994-07-14,Defender,Right,181
126558,Hugo Guichard,855,France,1992-05-16,Goalkeeper,Right,189
153022,Nicolás Blandi,14171,Argentina,1990-01-13,Attack,Right,180
111527,Mathieu Duhamel,14171,France,1984-07-12,Attack,Right,183
198619,Nadjib Baouia,14171,Algeria,1992-02-25,Attack,Right,165
5698,Cédric Barbosa,14171,France,1976-03-06,Attack,Right,179
48740,Milos Ninkovic,14171,Serbia,1984-12-25,Attack,Right,180
5676,Olivier Sorlin,14171,France,1979-04-09,Midfield,Right,182
353204,Alioun Fall,14171,France,1990-12-20,Defender,Right,170
120091,Kassim Abdallah,14171,Comoros,1987-04-09,Defender,Right,185
57510,Aldo Angoula,14171,France,1981-05-04,Defender,Left,189
5286,Gaël Givet,14171,France,1981-10-09,Defender,Left,183
111283,Cédric Cambon,14171,France,1986-09-20,Defender,Right,184
324635,Jordan Boy,14171,France,1994-03-20,Defender,Right,185
98356,Johann Durand,14171,France,1981-06-17,Goalkeeper,Right,182
194218,Yeltsin Tejeda,14171,Costa Rica,1992-03-17,Midfield,Right,179
329178,Luka Kikabidze,595,Georgia,1995-01-21,Attack,Left,180
303410,Christopher Ibayi,595,France,1995-07-18,Attack,Right,187
353933,Sacha Valéry,595,France,1995-08-24,Midfield,,176
3966,Djibril Cissé,595,France,1981-08-12,Attack,Right,182
46809,Juan Pablo Pino,595,Colombia,1987-03-30,Attack,Right,175
15808,Romaric,595,Cote d'Ivoire,1983-06-04,Midfield,Left,187
169090,El-Hadji Ba,595,Mauritania,1993-03-05,Midfield,Right,183
353934,Yannis Lamgahez,595,Morocco,1997-03-11,Defender,Right,189
303402,Romain Achilli,595,France,1993-02-15,Defender,Left,175
203324,Christophe Vincent,595,France,1992-11-08,Midfield,Right,178
37835,Drissa Diakité,595,Mali,1985-02-18,Defender,Right,175
241109,Aristote Madiani,826,France,1995-08-22,Attack,Left,185
37852,Démé N'Diaye,826,Senegal,1985-02-06,Attack,Right,185
77745,Lalaïna Nomenjanahary,826,Madagascar,1986-01-06,Midfield,Left,177
170963,Patrick Fradj,826,France,1992-03-11,Defender,Right,179
332142,Quentin Lecoeuche,826,France,1994-02-04,Defender,Left,172
182962,Boubacar Sylla,826,Mali,1991-04-17,Defender,Left,177
322351,Abdoul Ba,826,Mauritania,1994-02-08,Defender,Left,202
33447,Ahmed Kantari,826,Morocco,1985-06-28,Defender,Left,185
288239,Paulo Pinho,826,Portugal,1997-02-11,Goalkeeper,,184
332134,Valentin Belon,826,France,1995-06-13,Goalkeeper,Right,180
45259,Alharbi El Jadeyaoui,826,Morocco,1986-08-08,Attack,Right,177
123300,Samuel Atrous,826,France,1990-02-15,Goalkeeper,Right,190
44760,Itay Shechter,995,Israel,1987-02-22,Attack,Both,178
13686,Thomas Bröker,3,Germany,1985-01-22,Attack,,0
4208,Dominik Reinhardt,167,Germany,1984-12-19,Defender,,0
16968,Marcel de Jong,167,Canada,1986-10-15,Defender,Left,174
60026,Ronny Philp,167,Romania,1989-01-28,Defender,Right,183
34529,Ismaël Bangoura,995,Guinea,1985-01-02,Attack,Right,174
6322,Patrick Helmes,3,Germany,,Attack,Both,182
232376,Lucas Cueto,3,Germany,1996-03-24,Attack,Both,175
16956,Slawomir Peszko,3,Poland,1985-02-19,Attack,Right,173
52830,Adam Matuszczyk,3,Poland,1989-02-14,Midfield,Both,183
15300,Miso Brecko,3,Slovenia,1984-05-01,Defender,Right,178
16565,Daniel Halfar,3,Germany,,Attack,Left,173
283420,Nassim Badri,995,France,1993-12-08,Goalkeeper,Right,180
57208,Felipe Saad,1162,Brazil,1983-09-11,Defender,Left,187
45247,Damien Perquis,1162,France,1986-03-08,Goalkeeper,Right,186
105874,Amadou Soukouna,415,France,1992-06-21,Attack,Right,177
170905,Florian David,415,Guadeloupe,1992-11-16,Attack,Right,180
37388,Abel Aguilar,415,Colombia,1985-01-06,Midfield,Right,185
34160,Jean-Jacques Pierre,1162,Haiti,1981-01-23,Defender,Right,180
292813,Sami Larabi,415,France,1996-04-13,Defender,Right,184
95182,Dragos Grigore,415,Romania,1986-09-07,Defender,Right,185
164915,Lionel Mpasi-Nzau,415,DR Congo,1994-08-01,Goalkeeper,Right,182
33907,Xavier Pentecôte,417,France,1986-08-13,Attack,Right,180
30758,Darío Cvitanich,417,Argentina,1984-05-16,Attack,Right,177
5639,José Saez,1162,France,1982-05-07,Midfield,Right,170
227356,Fabien Dao Castellana,417,France,1993-07-28,Midfield,Right,169
168330,Moussa M'Bow,417,Senegal,1992-02-07,Defender,Right,180
12503,Souleymane Diawara,417,Senegal,1978-12-24,Defender,Right,187
110078,Carlos Eduardo,417,Brazil,1989-10-17,Attack,Right,184
156487,Grégoire Puel,417,France,1992-02-20,Defender,Right,178
290534,Maxime Borges,417,France,1995-07-20,Defender,Right,185
2453,Mahir Saglik,127,Turkey,1983-01-18,Attack,Left,178
25468,Sebastian Freis,60,Germany,1985-04-23,Attack,,0
345536,Didier Bouanga,1158,France,1995-12-14,Attack,Right,178
51369,Fabien Robert,1158,France,1989-01-06,Midfield,Right,174
171408,Gaëtan Courtet,1421,France,1989-02-22,Attack,Both,180
112663,Eliran Atar,1421,Israel,1987-02-17,Attack,Both,179
127204,Yann Benedick,1421,France,1992-02-01,Attack,Right,176
3114,Jan Schlaudraff,42,Germany,1983-07-18,Attack,Right,180
108198,Sebastian Ernst,42,Germany,1995-03-04,Attack,Left,179
39198,Didier Ya Konan,42,Cote d'Ivoire,1984-05-22,Attack,,0
157166,Sidy Koné,1041,Mali,1992-06-06,Midfield,Right,185
182908,Romaric N'Gouma,1041,France,1995-01-28,Defender,Right,186
93853,Martin Kobylanski,86,Germany,1994-03-08,Attack,Both,178
93768,Richard Strebinger,86,Austria,1993-02-14,Goalkeeper,Right,194
